,YEAR(S),JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN,COOP_ID,type,COOP_NAME,DIV,LATITUDE,LONGITUDE
1272,1999,53.73,52.02,52.05,55.17,60.08,65.1,71.56,70.29,68.62,68.53,64.25,55.76,61.43,41253,t,CACHUMA L,6,34 35 00,-119 59 00
1273,2000,53.95,54.45,55.76,61.1,65.98,70.32,69.74,73.23,70.43,63.72,53.8,55.95,62.37,41253,t,CACHUMA L,6,34 35 00,-119 59 00
1274,2001,51.4,51.21,58.18,56.45,68.55,71.27,72.05,72.05,70.2,66.87,58.88,51.52,62.39,41253,t,CACHUMA L,6,34 35 00,-119 59 00
1275,2002,50.13,55.71,55.63,60.8,62.72,68.7,73.24,71.29,72.65,62.29,60.35,52.84,62.2,41253,t,CACHUMA L,6,34 35 00,-119 59 00
1276,2003,57.76,54.2,57.45,57.13,63.02,68.23,75.48,73.29,72.75,70.39,55.27,53.03,63.17,41253,t,CACHUMA L,6,34 35 00,-119 59 00
1277,2004,52.37,51.47,62.66,62.32,65.3,68.05,72.87,72.58,,62.89,54.7,53.03,61.66,41253,t,CACHUMA L,6,34 35 00,-119 59 00
1278,2005,53.18,55.29,57.79,,65.02,65.6,74.32,73.08,,,62.28,55.24,62.42,41253,t,CACHUMA L,6,34 35 00,-119 59 00
1279,2006,53.5,,,,63.82,70.55,77.93,74.6,73.43,60.72,58.88,53.1,65.17,41253,t,CACHUMA L,6,34 35 00,-119 59 00
1280,2007,50.11,54.43,59.18,60.18,63.89,,72.61,72.77,69.23,64.94,59.85,50.21,61.58,41253,t,CACHUMA L,6,34 35 00,-119 59 00
1281,2008,50.27,53.17,57.15,59.12,62.15,69.5,72.77,74.13,72.2,68.6,62.42,51.15,62.72,41253,t,CACHUMA L,6,34 35 00,-119 59 00
1282,2009,55.97,52.61,55.5,58.5,66.44,67.15,73.23,72.42,73.88,63.13,58.55,50.29,62.3,41253,t,CACHUMA L,6,34 35 00,-119 59 00
1283,2010,53.15,52.5,55.56,55.48,60.19,66.47,69.42,70.29,70.83,64.56,55.5,53.06,60.59,41253,t,CACHUMA L,6,34 35 00,-119 59 00
1284,2011,53.63,50.07,53.73,58.32,60.06,64.1,71.32,70.48,70.73,66.31,54.08,49.82,60.22,41253,t,CACHUMA L,6,34 35 00,-119 59 00
1285,2012,54.05,53.34,54.55,58.75,63.34,66.27,69.58,73.9,70.28,65.9,58.98,49.32,61.52,41253,t,CACHUMA L,6,34 35 00,-119 59 00
1286,2013,48.87,50.07,56.87,60.17,63.69,68.27,71.6,69.71,68.63,60.21,56.6,50.35,60.42,41253,t,CACHUMA L,6,34 35 00,-119 59 00
1287,2014,56.0,53.45,56.84,58.47,66.47,66.98,72.45,72.77,69.7,66.29,58.88,51.82,62.51,41253,t,CACHUMA L,6,34 35 00,-119 59 00
1288,2015,52.37,56.55,59.85,57.5,61.18,68.0,70.94,73.06,72.37,66.84,56.9,50.42,62.17,41253,t,CACHUMA L,6,34 35 00,-119 59 00
1289,2016,52.87,59.6,58.08,63.95,65.0,74.83,74.61,72.92,72.95,66.52,62.17,52.24,64.65,41253,t,CACHUMA L,6,34 35 00,-119 59 00
1290,1966,44.58,47.41,54.27,63.92,69.85,74.82,77.44,81.26,72.25,65.11,57.98,45.0,62.82,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1291,1967,46.03,48.23,52.89,49.82,65.21,71.33,83.48,84.65,76.8,66.05,58.25,42.35,62.09,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1292,1968,44.42,54.0,54.37,59.47,65.21,76.1,81.31,75.26,73.63,63.71,52.08,43.1,61.89,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1293,1969,45.16,46.14,51.74,57.88,68.19,71.9,80.63,80.45,76.22,60.5,55.38,48.39,61.88,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1294,1970,49.63,52.21,53.52,53.68,67.71,75.3,82.87,80.1,72.93,63.69,56.03,45.92,62.8,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1295,1971,45.55,46.46,51.28,55.3,62.26,71.85,81.06,81.69,73.35,61.53,51.42,43.58,60.45,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1296,1972,39.68,49.66,57.4,58.93,68.47,76.02,81.79,79.26,71.77,63.52,50.03,41.4,61.49,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1297,1973,45.03,51.77,48.94,58.03,69.89,76.35,79.27,77.92,70.23,62.6,50.9,45.44,61.36,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1298,1974,47.08,47.25,53.18,54.9,64.98,74.12,78.44,77.79,76.77,66.95,52.83,45.87,61.68,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1299,1975,43.56,49.09,50.35,50.96,65.34,73.12,77.44,76.19,76.29,61.55,50.57,45.98,60.04,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1300,1976,46.32,50.79,51.74,54.45,68.44,73.0,79.6,73.02,73.53,65.81,55.48,47.6,61.65,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1301,1977,42.44,51.38,49.35,62.23,60.03,77.65,79.97,79.56,73.42,67.15,55.05,51.39,62.47,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1302,1978,,50.95,57.75,55.87,65.73,72.25,79.18,78.98,70.23,68.55,51.37,41.23,62.92,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1303,1979,44.58,48.59,53.94,56.97,,75.13,,76.74,77.0,66.11,53.53,49.44,60.2,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1304,1980,50.0,53.21,51.11,57.59,63.6,69.2,80.35,76.98,71.85,66.39,54.78,48.63,61.97,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1305,1981,50.44,51.95,53.68,59.55,66.44,78.09,79.63,78.21,75.63,61.39,56.38,48.73,63.34,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1306,1982,42.62,51.27,51.12,56.18,66.7,70.4,77.32,77.79,71.37,64.05,50.31,44.9,60.34,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1307,1983,43.67,51.04,53.02,54.85,65.23,71.88,74.06,78.55,76.25,66.35,53.25,49.31,61.46,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1308,1984,46.63,48.76,54.7,56.32,69.47,72.95,83.37,80.69,78.43,59.92,51.45,44.87,62.3,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1309,1985,40.79,49.5,49.83,62.52,64.89,77.17,80.61,75.28,69.1,61.98,49.88,42.13,60.31,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1310,1986,52.34,53.86,57.95,58.72,66.08,75.19,77.66,80.05,67.69,65.06,56.78,46.9,63.19,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1311,1987,44.56,50.93,53.47,63.83,69.35,76.35,74.5,78.27,73.97,69.98,53.05,46.55,62.9,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1312,1988,46.58,53.05,55.39,60.71,65.33,74.52,84.11,80.43,76.12,69.15,54.17,45.35,63.74,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1313,1989,43.76,48.74,55.26,63.65,66.82,75.03,79.87,77.13,72.75,64.83,55.67,44.83,62.36,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1314,1990,46.76,47.33,54.59,62.47,65.82,73.95,82.31,79.38,74.09,68.2,53.25,42.0,62.51,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1315,1991,47.25,55.46,49.69,55.24,62.05,72.05,81.58,76.07,78.55,70.62,55.07,46.73,62.53,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1316,1992,41.04,53.89,56.92,62.33,72.9,74.95,78.6,81.7,74.62,67.57,53.85,44.72,63.59,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1317,1993,46.6,50.52,56.82,56.64,66.73,71.83,76.8,77.13,73.38,67.1,53.95,45.35,61.9,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1318,1994,47.4,48.7,56.53,59.83,66.12,74.33,81.69,80.47,73.67,64.43,47.86,44.43,62.12,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1319,1995,51.24,52.39,54.61,57.97,64.13,71.28,78.77,79.92,75.91,67.68,60.33,51.21,63.79,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1320,1996,48.02,54.33,55.58,60.05,67.32,75.27,84.05,81.83,73.55,64.6,54.65,49.0,64.02,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1321,1997,49.67,51.86,58.64,61.17,73.35,74.38,79.45,79.75,76.07,64.98,57.78,45.06,64.35,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1322,1998,49.4,50.04,54.95,56.72,60.4,69.34,80.62,81.83,75.07,62.17,52.31,43.48,61.36,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1323,1999,44.93,49.57,52.47,56.07,64.55,72.88,78.9,76.81,76.0,69.3,57.52,48.12,62.26,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1324,2000,50.65,53.52,54.1,62.23,68.59,77.95,77.52,80.28,73.62,64.15,49.1,48.9,63.38,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1325,2001,47.2,48.93,58.42,56.45,74.84,77.83,78.55,80.58,76.14,68.93,56.97,48.25,64.42,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1326,2002,45.66,51.8,54.21,60.47,67.65,76.07,82.74,79.02,75.78,64.95,56.09,49.5,62.27,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1327,2003,50.48,50.04,55.93,56.0,67.24,76.78,84.4,79.7,77.86,69.79,51.73,49.0,64.08,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1328,2004,46.61,50.52,61.4,62.7,68.25,75.48,81.13,79.56,73.95,64.06,50.74,45.93,63.36,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1329,2005,46.46,53.87,55.9,56.36,65.91,70.8,84.16,81.19,71.05,64.78,58.02,50.84,63.28,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1330,2006,48.85,52.9,49.39,57.72,68.73,79.16,84.63,77.65,74.04,63.66,54.96,47.85,63.3,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1331,2007,44.9,51.85,58.8,61.28,69.8,76.0,80.84,80.71,73.12,64.5,59.13,46.44,63.42,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1332,2008,48.02,50.0,55.0,59.16,67.8,76.38,81.63,82.25,75.87,67.06,58.63,44.63,64.0,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1333,2009,47.98,51.12,53.23,58.85,72.28,73.03,82.09,78.9,77.12,61.8,54.11,46.57,61.81,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1334,2010,48.71,51.78,53.57,54.35,61.57,72.96,80.3,77.41,74.37,66.41,53.5,49.95,62.07,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1335,2011,45.88,47.07,52.09,56.07,60.62,70.19,78.52,78.68,77.36,66.27,52.52,45.58,60.9,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1336,2012,48.83,50.67,53.37,58.56,68.1,74.12,79.77,83.65,77.52,66.56,56.46,49.16,63.51,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1337,2013,45.63,49.22,57.82,63.03,68.28,76.91,83.26,78.76,73.57,63.69,56.52,46.4,63.59,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1338,2014,54.03,54.48,59.25,63.05,70.92,77.12,83.74,80.94,77.27,69.58,57.09,52.38,66.65,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1339,2015,47.67,56.32,61.12,61.9,67.11,79.4,81.68,80.56,76.98,70.14,52.19,45.58,65.05,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1340,2016,49.77,54.09,56.16,62.45,67.76,76.93,80.84,79.77,73.77,65.74,56.9,44.5,64.06,43261,t,FRIANT GO,5,36 59 00,-119 43 00
1341,1966,9.81,4.75,1.28,2.71,0.14,0.03,0.05,0.37,0.03,0.0,11.92,8.72,39.81,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1342,1967,17.4,0.42,8.03,6.83,0.34,3.06,0.0,0.0,0.13,1.16,2.77,4.85,44.99,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1343,1968,10.46,5.5,3.91,0.63,0.72,0.0,0.0,0.97,0.02,3.74,4.0,12.24,42.19,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1344,1969,21.27,11.13,2.08,3.53,0.09,0.09,0.0,0.0,0.0,3.05,1.56,15.15,57.95,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1345,1970,24.0,3.54,3.78,0.41,0.0,0.49,0.0,0.0,0.0,2.63,12.8,13.38,61.03,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1346,1971,4.33,0.29,6.54,1.16,0.53,0.02,0.0,0.0,0.16,0.37,3.15,8.77,25.32,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1347,1972,3.91,4.37,1.0,2.59,0.08,0.38,0.0,0.01,1.29,4.35,8.43,4.79,31.2,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1348,1973,18.04,9.99,4.58,0.26,0.07,0.0,0.0,0.0,0.95,3.41,17.33,7.6,62.23,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1349,1974,9.96,3.07,13.1,3.59,0.0,0.0,1.12,0.05,0.0,1.8,1.52,5.77,39.98,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1350,1975,3.24,12.91,12.0,3.07,0.22,0.04,0.2,,,,,,31.68,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1351,1976,0.48,3.07,1.48,2.3,0.05,0.09,0.0,1.42,0.87,0.25,1.53,,11.54,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1352,1977,2.7,2.74,3.59,,1.92,0.0,0.0,0.0,2.01,0.83,7.13,10.24,31.16,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1353,1978,16.28,8.89,7.19,4.34,0.27,0.03,0.0,0.0,1.87,0.0,,0.96,39.83,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1354,1979,12.64,9.72,4.42,3.19,1.32,0.0,0.0,0.0,0.06,5.94,3.83,7.43,48.55,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1355,1980,11.41,14.69,2.59,3.09,0.46,0.17,0.12,0.0,0.06,0.42,0.68,8.88,42.57,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1356,1981,9.84,3.34,4.51,0.72,0.42,0.0,0.01,0.0,0.59,4.51,14.34,13.18,51.46,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1357,1982,9.52,7.44,8.51,7.43,0.0,0.3,0.05,0.06,3.08,5.07,11.11,7.12,51.18,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1358,1983,13.22,16.06,19.12,4.42,0.97,0.25,0.0,0.36,,1.44,16.35,16.17,88.36,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1359,1984,0.83,2.98,3.39,1.6,0.28,0.52,0.0,0.35,0.16,2.37,12.81,2.53,27.82,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1360,1985,1.29,4.88,5.38,0.26,0.01,0.04,0.04,0.0,1.45,,5.21,5.15,23.71,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1361,1986,9.42,28.49,9.16,0.91,1.55,0.0,0.0,0.0,,0.44,0.24,2.54,52.75,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1362,1987,3.85,6.31,5.87,0.17,0.06,0.0,0.0,0.0,,,4.58,,20.84,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1363,1988,7.53,,0.05,2.21,1.3,0.48,0.0,0.0,0.0,0.13,6.42,4.08,14.67,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1364,1989,1.49,0.76,11.46,1.11,0.0,0.14,0.0,0.03,2.12,4.29,1.3,0.0,22.7,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1365,1990,6.71,3.29,1.55,0.39,4.37,0.0,0.0,0.0,0.5,0.67,0.6,0.92,19.0,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1366,1991,0.61,5.18,16.57,0.57,0.39,0.66,0.0,0.22,0.0,2.28,1.8,3.21,31.49,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1367,1992,2.31,11.07,6.22,1.7,0.0,1.39,0.0,0.0,0.0,4.45,0.4,12.09,39.63,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1368,1993,15.59,8.52,3.23,1.72,3.05,1.66,0.0,0.0,0.0,1.23,3.13,5.18,43.31,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1369,1994,3.26,5.98,0.35,1.94,1.17,0.05,0.0,0.0,0.0,1.53,7.38,4.88,26.54,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1370,1995,28.29,1.17,16.61,3.29,2.8,0.72,0.0,0.0,0.0,0.0,0.24,11.15,64.27,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1371,1996,9.52,11.36,3.94,4.37,4.7,0.0,0.0,0.0,0.14,1.55,5.28,17.95,58.81,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1372,1997,15.91,0.59,1.67,1.03,0.77,0.27,0.0,0.45,0.34,1.95,8.72,4.13,35.83,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1373,1998,,21.45,3.57,5.2,5.09,0.0,0.0,0.0,0.27,1.01,9.27,2.1,47.96,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1374,1999,4.35,11.5,4.35,2.83,0.25,0.4,0.0,0.0,0.04,1.38,5.36,0.65,31.11,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1375,2000,8.0,11.98,4.26,2.6,2.0,0.28,0.0,0.0,0.51,4.78,1.61,1.32,37.34,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1376,2001,7.1,9.32,3.7,1.89,0.0,0.32,0.0,0.0,0.52,1.44,9.16,15.12,48.57,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1377,2002,5.7,2.48,3.69,0.44,1.4,0.0,0.0,0.0,0.0,0.03,4.85,22.18,40.77,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1378,2003,4.02,2.56,3.52,6.19,1.16,0.0,0.0,0.31,0.03,0.09,5.07,15.56,38.51,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1379,2004,4.17,11.14,2.14,1.4,0.0,0.19,0.0,0.0,0.0,5.38,2.99,13.36,27.41,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1380,2005,6.84,4.69,7.93,1.54,6.4,0.98,0.0,0.0,0.0,0.95,3.33,23.33,55.99,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1381,2006,6.96,6.58,10.73,6.87,1.14,0.0,0.0,0.0,0.0,0.29,3.21,6.16,41.94,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1382,2007,0.48,9.82,0.39,1.76,0.63,0.0,0.17,0.0,0.16,2.42,0.7,4.56,21.09,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1383,2008,14.76,4.47,0.27,0.25,0.24,0.0,0.0,0.0,0.0,1.39,3.99,4.2,29.57,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1384,2009,0.81,13.18,4.35,0.85,3.18,0.0,0.0,0.0,0.03,5.25,1.68,3.41,32.74,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1385,2010,13.07,6.71,4.11,5.65,2.45,0.0,0.0,0.0,0.16,5.26,3.69,11.31,52.41,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1386,2011,2.34,7.18,7.88,0.97,2.78,2.66,0.0,0.0,,2.86,2.74,,0.0,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1387,2012,7.16,2.26,11.47,2.87,0.31,0.07,0.0,0.0,0.0,1.44,13.07,13.54,31.3,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1388,2013,1.22,0.54,2.1,1.1,0.13,1.17,0.0,0.0,1.04,0.0,0.94,0.52,8.76,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1389,2014,0.15,13.36,4.97,2.03,0.0,0.0,0.0,0.01,0.81,1.35,3.91,17.37,43.96,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1390,2015,0.05,5.88,0.21,1.6,0.0,0.02,0.05,0.0,0.76,0.12,1.81,8.3,18.8,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1391,2016,11.34,1.13,11.49,1.72,0.26,0.0,0.0,0.0,0.0,7.91,4.11,8.11,46.07,40212,p,ANGWIN PA,1,38 34 23,-122 26 26
1392,1966,44.92,45.0,52.48,60.45,63.88,66.55,69.89,77.27,67.77,59.89,51.78,46.39,,47109,t,POTTER VA,1,39 22 00,-123 08 00
1393,1967,45.07,50.71,46.82,45.04,60.92,66.84,74.79,74.94,71.71,60.46,54.0,40.93,,47109,t,POTTER VA,1,39 22 00,-123 08 00
1394,1968,43.06,51.94,52.67,56.56,59.46,67.9,73.66,69.63,69.4,59.68,51.07,41.98,59.26,47109,t,POTTER VA,1,39 22 00,-123 08 00
1395,1969,43.19,43.71,50.61,53.67,65.23,67.57,74.9,74.57,71.53,58.98,52.73,47.98,58.72,47109,t,POTTER VA,1,39 22 00,-123 08 00
1396,1970,48.17,51.89,53.27,50.95,63.67,69.45,76.16,73.5,69.13,60.15,52.98,44.71,59.5,47109,t,POTTER VA,1,39 22 00,-123 08 00
1397,1971,46.95,49.29,49.63,52.42,59.18,65.07,74.84,74.31,69.15,59.3,50.72,41.8,57.72,47109,t,POTTER VA,1,39 22 00,-123 08 00
1398,1972,44.63,49.78,54.5,53.7,62.27,68.88,73.71,73.92,65.87,59.13,50.0,42.5,59.67,47109,t,POTTER VA,1,39 22 00,-123 08 00
1399,1973,43.75,49.55,48.33,57.31,64.15,69.88,73.68,71.44,67.7,59.85,48.95,,58.56,47109,t,POTTER VA,1,39 22 00,-123 08 00
1400,1974,44.1,46.02,51.32,53.24,60.47,68.78,72.39,74.26,73.16,62.13,50.41,46.6,58.57,47109,t,POTTER VA,1,39 22 00,-123 08 00
1401,1975,46.65,46.25,48.6,49.47,62.63,68.29,72.21,72.0,71.42,57.44,48.75,47.27,57.58,47109,t,POTTER VA,1,39 22 00,-123 08 00
1402,1976,46.1,48.2,48.48,51.75,61.87,66.32,73.03,68.48,68.1,61.9,56.38,46.58,58.1,47109,t,POTTER VA,1,39 22 00,-123 08 00
1403,1977,45.73,51.2,48.08,56.62,53.68,71.22,72.79,73.35,66.43,59.32,49.21,,58.88,47109,t,POTTER VA,1,39 22 00,-123 08 00
1404,1978,48.58,50.66,55.13,53.19,61.34,66.95,75.13,74.61,66.88,64.85,49.8,44.53,59.31,47109,t,POTTER VA,1,39 22 00,-123 08 00
1405,1979,44.27,45.92,52.35,53.43,62.5,67.32,72.95,69.74,69.95,60.43,50.17,47.42,59.89,47109,t,POTTER VA,1,39 22 00,-123 08 00
1406,1980,47.05,51.07,49.79,54.4,57.82,61.3,,71.08,67.2,61.1,50.36,47.23,56.22,47109,t,POTTER VA,1,39 22 00,-123 08 00
1407,1981,47.77,49.62,50.63,56.05,60.69,70.27,73.77,72.85,68.62,56.07,,48.53,59.54,47109,t,POTTER VA,1,39 22 00,-123 08 00
1408,1982,42.82,49.5,48.74,53.2,62.61,66.68,71.65,71.66,66.62,58.69,47.87,44.69,57.06,47109,t,POTTER VA,1,39 22 00,-123 08 00
1409,1983,46.98,49.14,48.79,50.72,61.69,65.9,68.68,71.4,69.89,61.74,49.27,46.77,57.58,47109,t,POTTER VA,1,39 22 00,-123 08 00
1410,1984,48.39,47.41,53.55,52.08,61.13,66.18,76.31,71.19,68.8,54.93,47.75,42.79,57.54,47109,t,POTTER VA,1,39 22 00,-123 08 00
1411,1985,44.5,49.12,47.6,59.38,58.71,70.88,75.11,69.69,63.41,58.84,46.48,46.32,57.51,47109,t,POTTER VA,1,39 22 00,-123 08 00
1412,1986,48.56,50.65,55.19,54.6,,70.1,70.98,73.85,59.31,60.26,49.97,45.08,56.85,47109,t,POTTER VA,1,39 22 00,-123 08 00
1413,1987,43.4,47.82,48.52,57.48,62.85,69.55,67.97,72.44,67.81,62.89,50.19,43.56,57.87,47109,t,POTTER VA,1,39 22 00,-123 08 00
1414,1988,43.68,50.5,52.81,54.95,56.55,64.83,,,69.94,62.35,49.46,44.81,54.99,47109,t,POTTER VA,1,39 22 00,-123 08 00
1415,1989,43.97,,50.4,,58.86,66.48,69.03,69.73,64.63,57.58,50.87,45.0,57.66,47109,t,POTTER VA,1,39 22 00,-123 08 00
1416,1990,43.39,43.59,51.39,57.97,58.15,64.63,74.23,71.95,67.7,60.94,48.58,37.95,56.7,47109,t,POTTER VA,1,39 22 00,-123 08 00
1417,1991,45.17,51.82,45.58,52.08,57.07,63.71,75.13,70.26,71.91,65.31,52.0,43.84,57.82,47109,t,POTTER VA,1,39 22 00,-123 08 00
1418,1992,43.73,49.87,52.47,56.35,66.36,67.3,71.0,72.68,67.88,61.8,51.02,41.67,55.02,47109,t,POTTER VA,1,39 22 00,-123 08 00
1419,1993,42.1,45.52,54.47,52.6,58.71,64.69,69.74,69.02,67.05,61.22,48.03,42.57,56.31,47109,t,POTTER VA,1,39 22 00,-123 08 00
1420,1994,45.28,45.07,52.81,54.52,59.43,64.43,74.9,70.07,67.33,57.43,43.21,41.27,56.31,47109,t,POTTER VA,1,39 22 00,-123 08 00
1421,1995,46.48,50.84,49.26,52.63,59.8,64.68,71.53,71.0,68.25,60.82,54.5,47.42,56.82,47109,t,POTTER VA,1,39 22 00,-123 08 00
1422,1996,45.87,50.76,53.42,55.81,59.09,67.89,76.18,73.75,67.1,59.93,51.13,46.34,56.8,47109,t,POTTER VA,1,39 22 00,-123 08 00
1423,1997,46.34,48.23,53.34,55.05,64.52,65.98,72.74,71.21,67.73,57.93,53.18,44.24,57.9,47109,t,POTTER VA,1,39 22 00,-123 08 00
1424,1998,48.02,45.73,51.2,53.09,53.67,66.06,73.35,74.06,69.72,56.48,48.52,41.81,58.72,47109,t,POTTER VA,1,39 22 00,-123 08 00
1425,1999,44.94,42.88,46.34,55.05,58.24,66.04,69.17,69.94,70.06,61.09,51.89,44.36,57.15,47109,t,POTTER VA,1,39 22 00,-123 08 00
1426,2000,45.25,48.1,52.38,57.24,61.38,71.71,70.83,71.59,66.78,58.42,47.94,44.83,52.4,47109,t,POTTER VA,1,39 22 00,-123 08 00
1427,2001,42.21,46.08,55.94,52.06,67.25,67.5,73.39,73.0,69.35,62.9,49.98,45.63,53.43,47109,t,POTTER VA,1,39 22 00,-123 08 00
1428,2002,42.8,49.1,51.54,55.13,60.73,68.86,75.1,72.62,68.81,59.42,51.96,45.75,50.07,47109,t,POTTER VA,1,39 22 00,-123 08 00
1429,2003,50.05,48.0,52.63,49.41,61.18,69.21,76.48,71.82,70.87,62.45,47.47,45.21,58.73,47109,t,POTTER VA,1,39 22 00,-123 08 00
1430,2004,45.34,47.04,58.38,57.95,61.87,67.52,75.28,73.0,68.08,57.89,49.55,46.38,58.82,47109,t,POTTER VA,1,39 22 00,-123 08 00
1431,2005,44.4,50.46,53.6,54.04,60.86,63.67,76.48,74.65,65.73,60.09,50.68,45.64,59.51,47109,t,POTTER VA,1,39 22 00,-123 08 00
1432,2006,45.74,49.08,45.03,54.13,63.37,71.22,77.23,72.03,69.33,57.88,49.85,42.96,58.15,47109,t,POTTER VA,1,39 22 00,-123 08 00
1433,2007,40.69,46.38,54.55,55.24,62.64,66.77,72.8,72.44,65.85,56.2,50.24,41.73,57.13,47109,t,POTTER VA,1,39 22 00,-123 08 00
